prompt_id,method,scale_alpha,file,total_tokens,code_tokens,word_count,code_lines,pass_5_lines,pass_8_lines,pass_10_lines,pass_12_lines,pass_15_lines,syntax_valid
11,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_11_matrix_alpha025.txt,74,74,12,31,False,False,False,False,False,False
11,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_11_matrix_alpha05.txt,74,74,12,31,False,False,False,False,False,False
11,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_11_matrix_alpha10.txt,74,1,12,0,True,True,True,True,True,True
11,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_11_matrix_alpha20.txt,74,74,42,1,True,True,True,True,True,False
11,No steering,0.0,outputs/generations/compare_gemma_max/prompt_11_no_steering.txt,74,74,12,31,False,False,False,False,False,False
12,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_12_additive_scale025.txt,73,73,11,31,False,False,False,False,False,False
12,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_12_additive_scale05.txt,73,73,11,31,False,False,False,False,False,False
12,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_12_additive_scale10.txt,73,73,11,31,False,False,False,False,False,False
12,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_12_additive_scale20.txt,73,73,11,31,False,False,False,False,False,False
12,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_12_matrix_alpha025.txt,73,1,11,0,True,True,True,True,True,True
12,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_12_matrix_alpha05.txt,73,1,11,0,True,True,True,True,True,True
12,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_12_matrix_alpha10.txt,73,1,11,0,True,True,True,True,True,True
12,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_12_matrix_alpha20.txt,73,1,11,0,True,True,True,True,True,True
12,No steering,0.0,outputs/generations/compare_gemma_max/prompt_12_no_steering.txt,73,73,11,31,False,False,False,False,False,False
13,Additive vector,0.25,outputs/generations/compare_gemma_max/prompt_13_additive_scale025.txt,73,73,11,31,False,False,False,False,False,False
13,Additive vector,0.5,outputs/generations/compare_gemma_max/prompt_13_additive_scale05.txt,73,73,11,31,False,False,False,False,False,False
13,Additive vector,1.0,outputs/generations/compare_gemma_max/prompt_13_additive_scale10.txt,73,73,11,31,False,False,False,False,False,False
13,Additive vector,2.0,outputs/generations/compare_gemma_max/prompt_13_additive_scale20.txt,73,73,11,31,False,False,False,False,False,False
13,Multiplicative matrix,0.25,outputs/generations/compare_gemma_max/prompt_13_matrix_alpha025.txt,73,73,11,31,False,False,False,False,False,False
13,Multiplicative matrix,0.5,outputs/generations/compare_gemma_max/prompt_13_matrix_alpha05.txt,73,73,11,31,False,False,False,False,False,False
13,Multiplicative matrix,1.0,outputs/generations/compare_gemma_max/prompt_13_matrix_alpha10.txt,73,73,11,31,False,False,False,False,False,False
13,Multiplicative matrix,2.0,outputs/generations/compare_gemma_max/prompt_13_matrix_alpha20.txt,73,73,11,31,False,False,False,False,False,False
13,No steering,0.0,outputs/generations/compare_gemma_max/prompt_13_no_steering.txt,73,73,11,31,False,False,False,False,False,False
